item_id,translator,back_en,seconds
US-00170,gpt-oss:120b,"A 60-year-old male patient has a two-month history of chest pain, dry cough, and shortness of breath. He describes two painless lumps in the throat, which appeared four months ago and are slowly growing. During this time he has a week-long fever episode, with no fever for 10 days. He said his clothes had become loose in recent months. He occasionally drinks alcohol. Its temperature is 38 ° C (100.4 ° F), pulse 90 / min, blood pressure 105/60 mm Hg. On physical examination, two non-tender, fixed cervical lymph nodes are found on either side of the neck, approximately 2 cm and 4 cm in size. The tip of the spleen is palpable 3 cm below the left costal margin. Chest X-rays show a discrete widening of the superior mediastinum. Which of the following is best suited to confirm the diagnosis?
A. White blood cell count
B. Fine Needle Aspiration
C. Sputum polymerase chain reaction test
D. CT scan of the chest
E. Viral serology
F. Sister Marrow Aspiration
G. excisional biopsy",1.42
US-00171,gpt-oss:120b,"A 15-year-old girl has been brought to the doctor with a two-week history of vaginal discharge. He has type 1 diabetes mellitus and the only medication is insulin. There is an interval of 28-29 days per month, and the last monthly was three weeks ago. She doesn't want to share information about sexual activity. He is in the 60th percentile in terms of height and weight. Vital indicators are within normal limits. The test shows the development of tanner level II breasts. The pelvic exam shows white, thin, odorless vaginal discharge. No abnormalities were found in the wet mount of the discharge. Which of the following is the most likely diagnosis?
A. Bacterial vaginosis
B. Vagina foreign object
C. Trichomoniasis
D. Anatomical leucorrhoea
E. Vaginal candidiasis",1.27
US-00172,gpt-oss:120b,"A 60-year-old male visits a doctor for a routine health maintenance exam. He's feeling good. Five years ago, he underwent a colonoscopy, which showed no abnormalities. He does not have a history of severe disease, only having a single case of post-streptococcal glomerulonephritis at age 10. His father died of carcinoma of the bladder at the age of 55. The patient works in a rubber factory. He has been smoking a pack of cigarettes every day for the past 25 years. He drinks 1 to 2 cans of beer a day. He is not taking any medication. He never received any pneumococcal vaccination. It has a temperature of 37 ° C (98.6 ° F), a pulse of 70 / min, and a blood pressure 120/80 mm Hg. Digital rectal examination shows a slight symmetrical enlargement of the prostate without any lumps. Which of the following would be the best next management step?
A. Do a prostate biopsy
B. Collect urine samples for cytology
C. Recommend a colonoscopy
D. Discuss the PSA assessment with the patient.
E. Take a low-dose CT scan of the chest.
F. Give pneumococcal conjugate vaccination
G. Complete the cystoscopy
H. Collect CT urography
I. Get a kidney ultrasound",1.97
US-00173,gpt-oss:120b,"A 46-year-old woman is visiting the doctor because she has been experiencing diarrhea, moderate abdominal pain, and weakness in the last 3 days. Her symptoms began on a flight back from a two-week yoga retreat in India, where she was staying at a resort. He experienced slight nausea while boarding the flight and developed diarrhoea immediately after eating the in-flight meal. Since then, he has been doing up to five thin stools a day. He has a one-year history of gastroesophageal reflux disease and is allergic to shellfish. Her only medication is ranitidine. He looks lazy. It has a temperature of 37 ° C (98.6 ° F), a pulse of 70 / min, and a blood pressure 115/72 mm Hg. Abdominal examination shows broad sensitivity with no guarding or rebound. Bowel sounds are hyperactive. Which of the following is the most likely pathogen?
A. Campylobacter jejuni
B. Bacillus cereus
C. Giardia intestinalis
D. Entamoeba histolytica
E. Cryptosporidium parvum
F. Shigella species
G. Enterohemorrhagic Escherichia coli
H. Staphylococcus aureus
I. Enteroinvasive Escherichia coli
J. Enteropathogenic Escherichia coli
K. Enterotoxigenic Escherichia coli",1.32
US-00174,gpt-oss:120b,"A 30-year-old woman, pregnancy 1, childbirth 0, is hospitalized during active labor at 40 weeks gestation. There was iron deficiency anemia in pregnancy that has been treated with iron supplements. Coordinated, regular, rhythmic high intensity contractions occur approximately once every 10 minutes at the beginning of the first level. After four hours, the uterus is completely thin (100% effaced) and 10 cm dilated; vortex-1 is at the station. There was little change in the descent of the unborn child over the next two hours; the vortex is still at the -1 station. The baby's birth weight is estimated at the 75th percentile. The fetal heart rate is 145 per minute and is responsive, with no deceleration. Compression occurs approximately every 2 minutes with appropriate pressure. Epidural anesthesia was not administered as the patient was able to handle the pain. Which of the following is the most appropriate next management step?
A. The application of terbutaline
B. Caesarean delivery
C. Vacuum assisted delivery
D. Observe for one more hour
E. Delivery by forceps
F. Providing epidural anesthesia",1.16
US-00175,gpt-oss:120b,"A previously healthy 4-year-old boy has been brought to the doctor by his parents because he has been experiencing fever, widespread joint pain, and an abdominal rash since last week. There was no relief with acetaminophen. He immigrated from China with his family two years ago. He does daycare. Records of his vaccination are not available. Its temperature is 38.5 ° C (101.3 ° F), pulse 125 / min, and blood pressure 100/60 mm Hg. The examination revealed a polymorphous truncal rash. The eyes are pink but there is no exudate. The tongue is bright and red, the lips are cleft. The hands and feet are red and swollen. On the right side, the anterior cervical lymph node can be seen. Which of the following is the most appropriate next management step?
A. Echocardiography
B. Throat culture
C. measurement of antinuclear antibodies (ANA)
D. Antistreptolysin and titer measurement
E. Viral immunoglobulin antibody test
F. Monospot test
G. Detection of HHV-6 immunoglobulin M (IgM)",1.5
US-00176,gpt-oss:120b,"Three days after the birth of a male newborn, a 36-year-old gravida 1, para 1 woman developed fever and pain in her left leg. The pregnancy was complicated by premature rupture of membranes; the baby was delivered via lower segment transverse cesarean section at 35 weeks gestation because fetal heart rate was unsafe. The patient smoked a half-pack of cigarettes every day for five years and continued to do so during pregnancy. Its temperature is 38.9 ° C (102 ° F), pulse 110 / min, blood pressure 110/80 mm Hg. On examination, the left leg appears swollen, red, and warm. Passive dorsiflexion of the left leg causes pain in the calf. The lateral pulse is palpable on both sides. The uterus is non-tender and palpable near the navel. Ultrasound shows non-compressed (incompressible) popliteal veins of the left leg. Which of the following is the most appropriate initial management step?
A. Low molecular weight heparin
B. Fasciotomy
C. Embolectomy
D. Eurokinage
E. Dicloxacillin
F. Warfarin
G. Graduated compression stockings
H. providing reassurance",1.42
US-00177,gpt-oss:120b,"A 36-year-old woman is visiting the doctor because her period has stopped for the past 4 months. During this time, he is experiencing frequent headaches, insomnia, and excessive sweating. The weight has not changed. For the past year, her monthly periods have been irregular, with light bleeding between 30 and 45 days. The patient has had successful cesarean deliveries at the ages of 28 and 32. She has two healthy children. She is sexually active with her husband and does not use condoms. His vital signs are within normal limits. A physical examination revealed no abnormalities. Laboratory results: estradiol 8 পি.জি/মিলি (mid-follicular phase: N = 27-123 পি.জি/মিলি), follicle-stimulating hormone 200 মি.আই.ইউ./মিলি, luteinizing hormone 180 মি.আই.ইউ./মিলি, prolactin 16 ng / ml. Which of the following is the most likely diagnosis?
A. Primary thyroid hypothyroidism
B. Hyperprolactinemia
C. pregnancy
D. Premature ovarian dysfunction
E. Polycystic ovary syndrome (PCOS)
F. Severe depressive disorder",1.96
US-00178,gpt-oss:120b,"A 55-year-old woman is brought to the emergency department by her husband because she has chest pains and a cough that produces bloody sputum, which begins an hour earlier. He returned from China two days ago. He smoked a pack of cigarettes every day for 35 years. Her only home remedy is oral hormone replacement therapy for postmenopausal hot flashes. His pulse is 123 / min and blood pressure 91/55 mm Hg. On physical examination, the larynx is swollen. An ECG shows sinus tachycardia, right bundle branch block, and T-wave inversion in V5-V6 leads. Despite appropriate life-saving measures, the patient died. Lung examination at autopsy shows a large, acute thrombus in the right pulmonary artery. Based on the autopsy results, which of the following is the most likely source of the thrombus?
A. Posterior tibial vein
B. Inferior vena cava
C. iliac vein
D. the great saphenous vein
E. The right atrium
F. Subclavian vein
G. renal vein",1.23
US-00179,gpt-oss:120b,"A 45-year-old male visits a doctor for a routine health maintenance exam. He's feeling good. He has type 2 diabetes mellitus. There is no family history of severe disease. He works as an engineer in a local company. Don't smoke. Drink a glass of red wine every other day. Don't use illegal drugs. Her only medication is metformin. He is 180 cm (5 ft 11 in) tall and weighs 100 kg (220 lb); BMI is 31 kg / m2. His vital signs are within normal limits. Examination reveals a soft, non-sensitive abdomen. The liver can be touched at a distance of 2 to 3 cm below the groin of the right body. Laboratory results show the concentration of aspartate aminotransferase to be 100 U / L and that of alanine aminotransferase to be 130 U / L. Liver biopsies show hepatocyte ballooning degeneration, as well as inflammatory infiltrates including diffuse lymphocytes, neutrophils, and Kupffer cells. Which of the following is the most likely diagnosis?
A. Primary biliary cirrhosis
B. Alcoholic fatty liver disease
C. Viral hepatitis
D. Non-alcoholic steatoheptitis
E. Hemochromatosis
F. Autoimmune hepatitis",1.43
